index,ReferenceTag,LanduseClass,TillageClass,CompactionClass,SamplingTimeClass,SoilTextureUSDA,AnnualPrecipitationClass,AnnualMeanTemperatureClass,BulkDensityClass,SoilOrganicCarbonClass,ExID,LocID_x,Latitude,Longitude,Precipitation,RefID,ReferenceYear,MTFID_x,Month1,Month2,YearExp,Reps,SE,SD,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,NbOfCropRotation,ExpName,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocComments,ReferenceName,DOI,ReferenceTitle,RefComments,Season,Method,Direction,Comment,SSPID_x,TextureClass,SoilTextureFAO,SoilType,SoilTypeClass,Comments_x,AridityClass,Landuse,Tillage,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,OtherAmendments,AmendmentClass,SamplingTime,Comments_y,Ks_sem,K1_sem,K2_sem,K3_sem,K4_sem,K5_sem,K6_sem,K7_sem,K8_sem,K9_sem,K10_sem
155,Zhou_2008_C,grassland,no tillage,unknown,consolidated,silt loam,"(1000, 1500]","(10, 15]","(1.4, 1.6]","(0.02, 0.03]",121.0,142.0,40.0,-76.0,,122.0,2008.0,121.0,7.5,7.5,2005.0,10.0,,,0.0,120.0,0.0,23.2,,,,0.173,0.57,0.257,1.55,0.021,142.0,11.025,22.05,-0.4,1146.0,114.0,71.0,12.61837,332.0,247.0,321.0,249.0,10.58333,910.9972,28.8,-6.1,34.9,19.81667,0.55,30.32474,185.0,0.922,1242.0,121.0,31.18595,0.9,1.315,0.985,6.0,2.382575,16.357114,6.8225305,4.09317,2.8493135,2.1516669999999998,1.7106489999999999,1.409175,1.1913799999999999,1.0274245,0.9,121.0,0.0,ZhoJoaMayPast,Zhou_2008_C_Joa,Zhou_2008_C_Joa,ZhoJoaMayPast,ZhoJoaMayPast,ZhoJoaMayPast,ZhoJoaMayPast,Nick,Helena,,Zhou et al. 2008. Catena. 73:180-188,10.1016/j.catena.2007.09.009,Surface soil hydraulic properties in four soil series under different land uses and their temporal changes,land use effects on near-sat.K on 3 soil types,spring,Steady-state piecewise,Dry to wet,,119,"medium-fine (silt loam, silt)",medium,Ultic Hapludalf,Nitisols,,Humid,pasture site,No-Till,unknown,unknown,unknown,unknown,unknown,natural,natural,yes,yes,unknown,unknown,unknown,unknown,unknown,May,,21.19975,11.447695999999999,4.9492695,3.026988,2.1345435,1.6275099999999998,1.3038309999999997,1.0808200000000001,0.9186489999999998,0.7958804999999999,0.7
156,Zhou_2008_C,grassland,no tillage,unknown,consolidated,silt loam,"(1000, 1500]","(10, 15]","(1.6, 2.0]","(0.01, 0.02]",106.0,140.0,40.0,-76.0,,122.0,2008.0,106.0,7.5,7.5,2005.0,10.0,,,0.0,120.0,0.0,23.2,,,,0.188,0.584,0.228,1.69,0.014,140.0,11.025,22.05,-0.4,1146.0,114.0,71.0,12.61837,332.0,247.0,321.0,249.0,10.58333,910.9972,28.8,-6.1,34.9,19.81667,0.55,30.32474,185.0,0.922,1242.0,106.0,19.616,0.55,1.245,0.9550000000000001,4.5,2.1176365,7.458289499999999,3.229538,2.024357,1.4669530000000002,1.1483565,0.9429675,0.7998365000000001,0.694502,0.613792,0.55,106.0,0.0,ZhoGleMayUrb,Zhou_2008_C_Gle,Zhou_2008_C_Gle,ZhoGleMayUrb,ZhoGleMayUrb,ZhoGleMayUrb,ZhoGleMayUrb,Nick,Helena,,Zhou et al. 2008. Catena. 73:180-188,10.1016/j.catena.2007.09.009,Surface soil hydraulic properties in four soil series under different land uses and their temporal changes,land use effects on near-sat.K on 3 soil types,spring,Steady-state piecewise,Dry to wet,,104,"medium-fine (silt loam, silt)",medium,Typic Hapludults,Nitisols,,Humid,grassland,No-Till,unknown,unknown,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,May,,3.0456000000000003,0.027584499999999897,0.7268139999999996,0.700169,0.6240150000000001,0.5545474999999999,0.49696949999999995,0.4497095,0.4105929999999999,0.377815,0.35
157,Zhou_2008_C,grassland,no tillage,unknown,consolidated,silt loam,"(1000, 1500]","(5, 10]","(1.4, 1.6]","(0.01, 0.02]",113.0,141.0,41.0,-78.0,,122.0,2008.0,113.0,7.5,7.5,2005.0,10.0,,,0.0,120.0,0.0,23.2,,,,0.237,0.639,0.124,1.47,0.02,141.0,8.408334,19.26667,-3.15,1038.0,115.0,65.0,16.72921,316.0,208.0,308.0,208.0,11.2,909.44,26.5,-8.9,35.4,17.25,-3.15,31.63842,517.0,0.9867,1051.0,113.0,47.1087,1.1,1.33,0.97,5.5,2.5886665,24.997749,9.757437000000001,5.628914,3.810247,2.815291,2.1986295,1.7839450000000001,1.4885385,1.26887,1.1,113.0,0.0,ZhoHagMayPast,Zhou_2008_C_Hag,Zhou_2008_C_Hag,ZhoHagMayPast,ZhoHagMayPast,ZhoHagMayPast,ZhoHagMayPast,Nick,Helena,,Zhou et al. 2008. Catena. 73:180-188,10.1016/j.catena.2007.09.009,Surface soil hydraulic properties in four soil series under different land uses and their temporal changes,land use effects on near-sat.K on 3 soil types,spring,Steady-state piecewise,Dry to wet,,111,"medium-fine (silt loam, silt)",medium,Typic Hapludalf,Nitisols,,Humid,pasture site,No-Till,unknown,unknown,unknown,unknown,unknown,natural,natural,yes,yes,unknown,unknown,unknown,unknown,unknown,May,,21.675399999999996,17.198370999999998,6.5678730000000005,3.738428,2.5058719999999997,1.8371790000000001,1.4255134999999999,1.150245,0.9551124999999999,0.8106359999999999,0.7
158,Zhou_2008_C,woodland/plantation,no tillage,unknown,consolidated,loam,"(1000, 1500]","(10, 15]","(1.6, 2.0]","(0.04, 2.0]",119.0,142.0,40.0,-76.0,,122.0,2008.0,119.0,7.5,7.5,2005.0,10.0,,,0.0,120.0,0.0,23.2,,,,0.143,0.423,0.434,1.64,0.11,142.0,11.025,22.05,-0.4,1146.0,114.0,71.0,12.61837,332.0,247.0,321.0,249.0,10.58333,910.9972,28.8,-6.1,34.9,19.81667,0.55,30.32474,185.0,0.922,1242.0,119.0,99.0904,1.25,1.42,0.99,5.0,2.936562,35.182135,12.661878,7.0112365,4.623984999999999,3.3541505,2.5832875,2.0732425,1.7146460000000001,1.450889,1.25,119.0,0.0,ZhoJoaMayWood,Zhou_2008_C_Joa,Zhou_2008_C_Joa,ZhoJoaMayWood,ZhoJoaMayWood,ZhoJoaMayWood,ZhoJoaMayWood,Nick,Helena,,Zhou et al. 2008. Catena. 73:180-188,10.1016/j.catena.2007.09.009,Surface soil hydraulic properties in four soil series under different land uses and their temporal changes,land use effects on near-sat.K on 3 soil types,spring,Steady-state piecewise,Dry to wet,,117,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,Ultic Hapludalf,Nitisols,,Humid,Forest,No-Till,unknown,unknown,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,May,,45.729800000000004,12.590725,3.0972919999999995,1.2261084999999996,0.5746009999999997,0.28356950000000003,0.13402249999999993,0.05012149999999992,0.00024799999999997047,0.030546000000000018,0.050000000000000044
159,Zhou_2008_C,woodland/plantation,no tillage,unknown,consolidated,silt loam,"(1000, 1500]","(10, 15]","(1.0, 1.2]","(0.04, 2.0]",103.0,140.0,40.0,-76.0,,122.0,2008.0,103.0,7.5,7.5,2005.0,10.0,,,0.0,120.0,0.0,23.2,,,,0.221,0.534,0.245,1.13,0.11,140.0,11.025,22.05,-0.4,1146.0,114.0,71.0,12.61837,332.0,247.0,321.0,249.0,10.58333,910.9972,28.8,-6.1,34.9,19.81667,0.55,30.32474,185.0,0.922,1242.0,103.0,40.905950000000004,0.6499999999999999,1.335,0.99,4.5,2.4816244999999997,14.190585,5.6053505,3.256466,2.215421,1.6433335,1.2875014999999999,1.04751,0.8761175,0.748386,0.6499999999999999,103.0,0.0,ZhoGleMayWood,Zhou_2008_C_Gle,Zhou_2008_C_Gle,ZhoGleMayWood,ZhoGleMayWood,ZhoGleMayWood,ZhoGleMayWood,Nick,Helena,,Zhou et al. 2008. Catena. 73:180-188,10.1016/j.catena.2007.09.009,Surface soil hydraulic properties in four soil series under different land uses and their temporal changes,land use effects on near-sat.K on 3 soil types,spring,Steady-state piecewise,Dry to wet,,101,"medium-fine (silt loam, silt)",medium,Typic Hapludults,Nitisols,,Humid,Forest,No-Till,unknown,unknown,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,May,,1.5080499999999988,2.2190150000000006,0.7433804999999998,0.38638899999999987,0.2408479999999998,0.16596049999999993,0.12188750000000009,0.09356399999999997,0.07419149999999995,0.060311,0.05000000000000002
160,Zhou_2008_C,woodland/plantation,no tillage,unknown,consolidated,silt loam,"(1000, 1500]","(5, 10]","(0.0, 1.0]","(0.04, 2.0]",111.0,141.0,41.0,-78.0,,122.0,2008.0,111.0,7.5,7.5,2005.0,10.0,,,0.0,120.0,0.0,23.2,,,,0.194,0.635,0.171,0.88,0.071,141.0,8.408334,19.26667,-3.15,1038.0,115.0,65.0,16.72921,316.0,208.0,308.0,208.0,11.2,909.44,26.5,-8.9,35.4,17.25,-3.15,31.63842,517.0,0.9867,1051.0,111.0,46.1166,0.8,1.4,0.995,5.5,2.6890755,20.49036,7.7154435,4.358186,2.9063215,2.122645,1.6420629999999998,1.3217145,1.095216,0.9278885000000001,0.8,111.0,0.0,ZhoHagMayWood,Zhou_2008_C_Hag,Zhou_2008_C_Hag,ZhoHagMayWood,ZhoHagMayWood,ZhoHagMayWood,ZhoHagMayWood,Nick,Helena,,Zhou et al. 2008. Catena. 73:180-188,10.1016/j.catena.2007.09.009,Surface soil hydraulic properties in four soil series under different land uses and their temporal changes,land use effects on near-sat.K on 3 soil types,spring,Steady-state piecewise,Dry to wet,,109,"medium-fine (silt loam, silt)",medium,Typic Hapludalf,Nitisols,,Humid,Forest,No-Till,unknown,unknown,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,May,,9.761800000000001,6.424989999999999,2.2736735,1.2357389999999997,0.8009484999999996,0.5718219999999998,0.4340149999999999,0.3436514999999999,0.28066599999999997,0.23471950000000005,0.2
161,deLima_2002_AiG,arable,conventional tillage,unknown,unknown,loam,"(1000, 1500]","(15, 20]","(1.4, 1.6]",nan,680.0,144.0,-31.9,-52.4,,124.0,2002.0,680.0,,,,8.0,,,0.0,100.0,0.0,,,,,0.098,0.478,0.423,1.6,,144.0,19.1125,23.88333,14.18333,1355.0,137.0,73.0,18.20108,389.0,269.0,361.0,379.0,7.741667,400.2904,28.5,10.0,18.5,16.43333,20.83333,41.84685,1.0,0.9877,1371.0,680.0,5.8745,0.5,1.07,0.97,10.0,1.83897,5.8745,2.79813,1.813219,1.332803,1.049717,0.863671,0.732344,0.634839,0.559668,0.5,680.0,3.0,LimaTCS,deLima_2002_AiG,deLima_2002_AiG,LimaTCS,LimaTCS,LimaTCS,LimaTCS,Nick,Helena,,"de Lima et al., 2002. Advances in Geoecology 35, 247-257",,,effects of different cropping systems,unknown,Steady-state piecewise,unknown,,680,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,,Humid,arable,Conventional tillage,unknown,unknown,"Rice, Fallow, Fallow",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,
162,deLima_2002_AiG,arable,conventional tillage,unknown,unknown,loam,"(1000, 1500]","(15, 20]","(1.6, 2.0]",nan,681.5,144.0,-31.9,-52.4,,124.0,2002.0,681.5,,,,16.0,,,0.0,100.0,0.0,,,,,0.098,0.478,0.423,1.665,,144.0,19.1125,23.88333,14.18333,1355.0,137.0,73.0,18.20108,389.0,269.0,361.0,379.0,7.741667,400.2904,28.5,10.0,18.5,16.43333,20.83333,41.84685,1.0,0.9877,1371.0,681.5,8.928999999999998,1.1,0.7949999999999999,0.99,7.5,1.6295905,6.9336994999999995,3.9808745,2.8782355,2.2868735,1.9133565,1.6540059999999999,1.4624000000000001,1.3144909999999999,1.1965154999999998,1.1,681.5,2.0,LimaCCS,deLima_2002_AiG,deLima_2002_AiG,LimaCCS,LimaCCS,LimaCCS,LimaCCS,Nick,Helena,,"de Lima et al., 2002. Advances in Geoecology 35, 247-257",,,effects of different cropping systems,unknown,Steady-state piecewise,unknown,,681,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,,Humid,arable,Conventional tillage,unknown,unknown,Rice ,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,herbicide,consolidated,unknown,,0.8160000000000002,1.1793004999999994,0.5829224999999999,0.38141149999999996,0.2803955,0.21986549999999988,0.17964099999999997,0.15102900000000002,0.12967299999999998,0.11314849999999993,0.10000000000000003
163,deLima_2002_AiG,arable,no tillage,unknown,unknown,loam,"(1000, 1500]","(15, 20]","(1.4, 1.6]",nan,683.0,144.0,-31.9,-52.4,,124.0,2002.0,683.0,,,,8.0,,,0.0,100.0,0.0,,,,,0.098,0.478,0.423,1.6,,144.0,19.1125,23.88333,14.18333,1355.0,137.0,73.0,18.20108,389.0,269.0,361.0,379.0,7.741667,400.2904,28.5,10.0,18.5,16.43333,20.83333,41.84685,1.0,0.9877,1371.0,683.0,8.9625,0.9,0.91,0.98,8.0,1.774243,7.315475,3.893187,2.69192,2.071896,1.691141,1.4326,1.245097,1.102632,0.990562,0.9,683.0,1.0,LimaNT,deLima_2002_AiG,deLima_2002_AiG,LimaNT,LimaNT,LimaNT,LimaNT,Nick,Helena,,"de Lima et al., 2002. Advances in Geoecology 35, 247-257",,,effects of different cropping systems,unknown,Steady-state piecewise,unknown,,683,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,,Humid,arable,no till,unknown,unknown,"Rice, Rye Grass",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,
164,deLima_2002_AiG,grassland,no tillage,unknown,unknown,loam,"(1000, 1500]","(15, 20]","(1.2, 1.4]",nan,684.0,144.0,-31.9,-52.4,,124.0,2002.0,684.0,,,,8.0,,,0.0,100.0,0.0,,,,,0.098,0.478,0.423,1.23,,144.0,19.1125,23.88333,14.18333,1355.0,137.0,73.0,18.20108,389.0,269.0,361.0,379.0,7.741667,400.2904,28.5,10.0,18.5,16.43333,20.83333,41.84685,1.0,0.9877,1371.0,684.0,14.8529,0.9,1.11,1.0,8.0,2.174243,11.59425,5.371545,3.424821,2.488605,1.942611,1.586699,1.337161,1.152956,1.011657,0.9,684.0,0.0,LimaNS,deLima_2002_AiG,deLima_2002_AiG,LimaNS,LimaNS,LimaNS,LimaNS,Nick,Helena,,"de Lima et al., 2002. Advances in Geoecology 35, 247-257",,,effects of different cropping systems,unknown,Steady-state piecewise,unknown,,684,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,,Humid,grassland,no till,unknown,unknown,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,
165,fashi2019,arable,conventional tillage,compacted,unknown,clay loam,"(0, 500]","(10, 15]","(1.4, 1.6]","(0.0, 0.01]",864.0,163.0,36.41667,49.63333,330.0,139.0,2019.0,864.0,,,,4.0,,,0.0,150.0,0.0,,,,,0.32,0.401905299,0.278094701,1.421,0.0051,163.0,11.74583,22.36667,0.816667,301.0,55.0,3.0,69.13452,136.0,11.0,14.0,105.0,13.775,878.3519,32.3,-5.1,37.4,5.3,21.98333,36.83155,1723.0,0.1868,1610.0,864.0,762.0,,1.457843,0.991799,34.2754,5.119719,762.0,762.0,762.0,608.3682,439.4272,336.8628,269.0637,221.4685,186.5261,159.9677,864.0,,fashi2019_Tilled,fashi2019,fashi2019,fashi2019_Tilled,fashi2019_Tilled,fashi2019_Tilled,fashi2019_Tilled,Guillaume,Lukas,,"Fashi, Fereshte Haghighi, Manouchehr Gorji, and Forood Sharifi. 2019. “THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES.” Environmental Engineering and Management Journal 18 (5): 1057–66. https://doi.org/10.30638/eemj.2019.102.",10.30638/eemj.2019.102,THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES,lot's of treatments,unknown,DISC software,Dry to wet,,864,fine (clay loam),medium,unknown,unknown,,Arid,arable,conventional tillage,,unknown,unknown,,unknown,no residue,no,no,no,no,rainfed,yes,,unknown,,,,,,,,,,,,,
166,fashi2019,arable,conventional tillage,not compacted,unknown,loam,"(0, 500]","(10, 15]","(1.2, 1.4]","(0.0, 0.01]",865.0,163.0,36.41667,49.63333,330.0,139.0,2019.0,865.0,,,,4.0,,,0.0,150.0,0.0,,,,,0.254,0.454376368,0.291623632,1.392,0.0058,163.0,11.74583,22.36667,0.816667,301.0,55.0,3.0,69.13452,136.0,11.0,14.0,105.0,13.775,878.3519,32.3,-5.1,37.4,5.3,21.98333,36.83155,1723.0,0.1868,1610.0,865.0,1026.0,,1.567451,0.992109,27.00065,5.254756,1026.0,1026.0,869.8433,554.1224,390.5746,293.4887,230.4918,186.9631,155.4451,131.7815,865.0,,fashi2019_CT,fashi2019,fashi2019,fashi2019_CT,fashi2019_CT,fashi2019_CT,fashi2019_CT,Guillaume,Lukas,,"Fashi, Fereshte Haghighi, Manouchehr Gorji, and Forood Sharifi. 2019. “THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES.” Environmental Engineering and Management Journal 18 (5): 1057–66. https://doi.org/10.30638/eemj.2019.102.",10.30638/eemj.2019.102,THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES,lot's of treatments,unknown,DISC software,Dry to wet,,865,fine (clay loam),medium,unknown,unknown,,Arid,arable,conventional tillage,,unknown,unknown,,unknown,no residue,no,no,no,no,rainfed,no,,unknown,,,,,,,,,,,,,
167,fashi2019,arable,no tillage,compacted,unknown,clay loam,"(0, 500]","(10, 15]","(1.4, 1.6]","(0.0, 0.01]",861.6666666666666,163.0,36.41667,49.63333,330.0,139.0,2019.0,861.6666666666666,,,,12.0,,,0.0,150.0,0.0,,,,,0.30266666666666664,0.434020243,0.26331309033333333,1.4949999999999999,0.0054333333333333326,163.0,11.74583,22.36667,0.8166670000000001,301.0,55.0,3.0,69.13452,136.0,11.0,14.0,105.0,13.775,878.3519,32.3,-5.1,37.4,5.3,21.98333,36.83155,1723.0,0.1868,1610.0,861.6666666666666,634.0,,1.5497523333333334,0.9890066666666667,30.367583333333332,5.090986999999999,634.0,634.0,586.0069666666667,406.9267,287.45956666666666,216.59849999999997,170.61406666666667,138.8201,115.77626666666667,98.45432,861.6666666666666,,fashi2019_Abandoned,fashi2019,fashi2019,fashi2019_Abandoned,fashi2019_Abandoned,fashi2019_Abandoned,fashi2019_Abandoned,Guillaume,Lukas,,"Fashi, Fereshte Haghighi, Manouchehr Gorji, and Forood Sharifi. 2019. “THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES.” Environmental Engineering and Management Journal 18 (5): 1057–66. https://doi.org/10.30638/eemj.2019.102.",10.30638/eemj.2019.102,THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES,lot's of treatments,unknown,DISC software,Dry to wet,,860,fine (clay loam),medium,unknown,unknown,,Arid,arable,"no till? (just one year, before it was CT)",,unknown,unknown,,unknown,no residue,no,no,no,no,rainfed,yes,,unknown,,,74.64583042608609,74.64583042608609,74.64583042608609,52.065877771861715,22.110001696592725,10.449005496271464,6.307875626812357,5.5943549858565325,5.8072663508745626,6.04035020517115,6.145251572751112
168,fashi2019,arable,no tillage,not compacted,unknown,clay loam,"(0, 500]","(10, 15]","(1.4, 1.6]","(0.0, 0.01]",866.5,163.0,36.41667,49.63333,330.0,139.0,2019.0,866.5,,,,8.0,,,0.0,150.0,0.0,,,,,0.299,0.4439503035,0.2570496965,1.4585,0.0064,163.0,11.74583,22.36667,0.816667,301.0,55.0,3.0,69.13452,136.0,11.0,14.0,105.0,13.775,878.3519,32.3,-5.1,37.4,5.3,21.98333,36.83155,1723.0,0.1868,1610.0,866.5,678.0,,1.2691295,0.9996455,22.944135000000003,4.52243,678.0,678.0,514.4705,349.8068,259.5946,203.58135,165.840275,138.90054500000002,118.82710499999999,103.36462,866.5,,fashi2019_NT,fashi2019,fashi2019,fashi2019_NT,fashi2019_NT,fashi2019_NT,fashi2019_NT,Guillaume,Lukas,,"Fashi, Fereshte Haghighi, Manouchehr Gorji, and Forood Sharifi. 2019. “THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES.” Environmental Engineering and Management Journal 18 (5): 1057–66. https://doi.org/10.30638/eemj.2019.102.",10.30638/eemj.2019.102,THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES,lot's of treatments,unknown,DISC software,Dry to wet,,866,fine (clay loam),medium,unknown,unknown,,Arid,arable,no till,,unknown,unknown,,unknown,100% residue left,yes,no,no,no,rainfed,no,,unknown,,,276.0,276.0,276.0,259.2106,164.96319999999997,115.69030000000001,86.29844999999999,67.184625,53.971455000000006,44.411394999999985,37.24568
169,fashi2019,arable,reduced tillage,not compacted,unknown,clay loam,"(0, 500]","(10, 15]","(1.4, 1.6]","(0.0, 0.01]",861.0,163.0,36.41667,49.63333,330.0,139.0,2019.0,861.0,,,,4.0,,,0.0,150.0,0.0,,,,,0.278,0.451421372,0.270578628,1.467,0.0059,163.0,11.74583,22.36667,0.816667,301.0,55.0,3.0,69.13452,136.0,11.0,14.0,105.0,13.775,878.3519,32.3,-5.1,37.4,5.3,21.98333,36.83155,1723.0,0.1868,1610.0,861.0,504.0,,0.99435,0.99859,16.10923,3.902685,504.0,406.449,271.5874,204.0219,163.4234,136.3265,116.9531,102.4112,91.0928,82.03233,861.0,,fashi2019_RT,fashi2019,fashi2019,fashi2019_RT,fashi2019_RT,fashi2019_RT,fashi2019_RT,Guillaume,Lukas,,"Fashi, Fereshte Haghighi, Manouchehr Gorji, and Forood Sharifi. 2019. “THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES.” Environmental Engineering and Management Journal 18 (5): 1057–66. https://doi.org/10.30638/eemj.2019.102.",10.30638/eemj.2019.102,THE USE OF SOIL HYDRAULIC PROPERTIES AS INDICATORS FOR ASSESSING THE IMPACT OF MANAGEMENT PRACTICES UNDER SEMI-ARID CLIMATES,lot's of treatments,unknown,DISC software,Dry to wet,,861,fine (clay loam),medium,unknown,unknown,,Arid,arable,reduced tillage,,unknown,unknown,,unknown,30 % residue,yes,no,no,no,rainfed,no,,unknown,,,,,,,,,,,,,
170,kabir2020,grassland,no tillage,compacted,unknown,silty clay loam,"(0, 500]","(10, 15]","(1.2, 1.4]","(0.01, 0.02]",871.0,165.0,32.95,50.38333,538.0,141.0,2020.0,871.0,6.0,7.0,2014.0,18.0,,,0.0,150.0,0.0,20.0,,,,0.3556,0.4806,0.1639,1.37,0.0148,165.0,10.79167,21.43333,-0.5,234.0,44.0,0.0,81.95597,120.0,4.0,6.0,111.0,15.13333,889.6241,31.8,-7.9,39.7,0.516667,21.35,38.11923,2231.0,0.1291,1811.0,871.0,39.87705,,1.634359,0.97696,14.47611,3.497645,39.87705,23.51229,12.11989,7.573624,5.259179,3.903978,3.034536,2.439566,2.012385,1.694052,871.0,0.0,kabir2020_poor,kabir2020,kabir2020,kabir2020_poor,kabir2020_poor,kabir2020_poor,kabir2020_poor,Guillaume,Lukas,large site. only min coord taken. digitized from graph,"Kabir, Eftekhar Baranian. 2020. “Effects of Land-Use/Cover Change on Soil Hydraulic Properties and Pore Characteristics in a Semi-Arid Region of Central Iran,” 10.",10.1016/j.still.2019.104478,Effects of land-use/cover change on soil hydraulic properties and pore characteristics in a semi-arid region of central Iran,landuse change on hydraulic conductivity,summer,Steady-state piecewise,Dry to wet,,871,medium (sandy clay loam),fine,Calcic Kastanozem,Kastanozems,rangeland with too much grazing,Arid,grassland,no till,,unknown,herbaceous vegetation,no,no,natural,natural,yes,yes,no,rainfed,yes,,unknown,,rangeland with too much grazing,,,,,,,,,,,
171,kabir2020,grassland,no tillage,not compacted,unknown,silty clay loam,"(0, 500]","(10, 15]","(1.2, 1.4]","(0.01, 0.02]",870.0,165.0,32.95,50.38333,538.0,141.0,2020.0,870.0,6.0,7.0,2014.0,18.0,,,0.0,150.0,0.0,20.0,,,,0.3593,0.5028,0.138,1.3,0.0186,165.0,10.79167,21.43333,-0.5,234.0,44.0,0.0,81.95597,120.0,4.0,6.0,111.0,15.13333,889.6241,31.8,-7.9,39.7,0.516667,21.35,38.11923,2231.0,0.1291,1811.0,870.0,65.40984,,1.72512,0.945473,13.72745,3.778122,65.40984,34.17348,16.97894,10.33657,7.033879,5.135677,3.936466,3.126536,2.551639,2.127561,870.0,0.0,kabir2020_good,kabir2020,kabir2020,kabir2020_good,kabir2020_good,kabir2020_good,kabir2020_good,Guillaume,Lukas,large site. only min coord taken. digitized from graph,"Kabir, Eftekhar Baranian. 2020. “Effects of Land-Use/Cover Change on Soil Hydraulic Properties and Pore Characteristics in a Semi-Arid Region of Central Iran,” 10.",10.1016/j.still.2019.104478,Effects of land-use/cover change on soil hydraulic properties and pore characteristics in a semi-arid region of central Iran,landuse change on hydraulic conductivity,summer,Steady-state piecewise,Dry to wet,,870,medium (sandy clay loam),fine,Calcic Kastanozem,Kastanozems,rangeland,Arid,grassland,no till,,unknown,herbaceous vegetation,no,no,natural,natural,yes,yes,no,rainfed,no,,unknown,,rangeland,,,,,,,,,,,
