ExID,ExpName,ReferenceTag,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocID_x,Latitude,Longitude,Precipitation,LocComments,RefID,ReferenceYear,ReferenceName,DOI,ReferenceTitle,RefComments,MTFID_x,Month1,Month2,Season,YearExp,Reps,SE,SD,Method,Direction,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,Comment,SSPID_x,TextureClass,SoilTextureUSDA,SoilTextureFAO,SoilType,SoilTypeClass,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,Comments_x,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,AridityClass,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,Landuse,LanduseClass,Tillage,TillageClass,NbOfCropRotation,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,CompactionClass,OtherAmendments,AmendmentClass,SamplingTime,SamplingTimeClass,Comments_y
1055,Zhang2016_US_Citrus_Nov10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_US_Citrus_Nov10,Zhang2016_US_Citrus_Nov10,Zhang2016_US_Citrus_Nov10,Zhang2016_US_Citrus_Nov10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1055,11.0,11.0,winter,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1055,medium,sandy clay loam,medium,Ultisols,"Acrisols, Alisols",,0.29,0.21,0.5,1.377,0.0096,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1055,2.696198,,0.899994,0.984192,6.66294,1.172046,1.870907,1.002599,0.696059,0.537282,0.439525,0.37301,0.32469,0.287923,0.258964,0.235537,1055,orchard,woodland/plantation,no tillage,no tillage,0.0,citrus,fruits/trees,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,fertilization,consolidated,during growing season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1056,Zhang2016_US_Melon_Nov09,Zhang2016,Zhang2016,Zhang2016,Zhang2016_US_Melon_Nov09,Zhang2016_US_Melon_Nov09,Zhang2016_US_Melon_Nov09,Zhang2016_US_Melon_Nov09,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1056,11.0,11.0,winter,2009.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1056,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.298,0.259,0.443,1.539,0.0065,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1056,2.779507,,0.482923,0.997253,12.94901,0.981093,2.779507,2.253175,1.852492,1.612205,1.447506,1.325506,1.230415,1.153575,1.089791,1.035728,1056,arable,arable,tillage,conventional tillage,,melon,legume,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,during fallow,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1057,Zhang2016_US_Melon_March10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_US_Melon_March10,Zhang2016_US_Melon_March10,Zhang2016_US_Melon_March10,Zhang2016_US_Melon_March10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1057,3.0,3.0,spring,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1057,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.298,0.259,0.443,1.485,0.0065,"slope 6%,bulk density not measured, average used, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1057,11.26931,,0.878043,0.996678,12.04384,2.000855,11.26931,7.219302,5.056844,3.928059,3.22914,2.751455,2.403147,2.137277,1.927289,1.756992,1057,arable,arable,tillage,conventional tillage,,melon,legume,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,soon after tillage,soon after tillage,"slope 6%,bulk density not measured, average used, texture class not reported"
1058,Zhang2016_US_Melon_May10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_US_Melon_May10,Zhang2016_US_Melon_May10,Zhang2016_US_Melon_May10,Zhang2016_US_Melon_May10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1058,5.0,5.0,spring,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1058,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.298,0.259,0.443,1.323,0.0065,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1058,1.76088,,0.329266,0.93232,21.05045,0.681435,1.76088,1.76088,1.567,1.425381,1.324408,1.24724,1.185514,1.13452,1.091363,1.054151,1058,arable,arable,tillage,conventional tillage,,melon,legume,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,during planting season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1059,Zhang2016_US_Melon_July10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_US_Melon_July10,Zhang2016_US_Melon_July10,Zhang2016_US_Melon_July10,Zhang2016_US_Melon_July10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1059,7.0,7.0,summer,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1059,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.298,0.259,0.443,1.404,0.0065,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1059,1.656907,,0.61463,0.984925,14.27543,0.928943,1.656907,1.346763,1.049688,0.879567,0.766841,0.685548,0.623578,0.574443,0.534327,0.500822,1059,arable,arable,tillage,conventional tillage,,melon,legume,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,during planting season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1060,Zhang2016_US_Melon_September10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_US_Melon_September10,Zhang2016_US_Melon_September10,Zhang2016_US_Melon_September10,Zhang2016_US_Melon_September10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1060,9.0,9.0,autumn,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1060,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.298,0.259,0.443,1.539,0.0065,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1060,1.607246,,0.680483,0.991403,12.92271,0.96234,1.607246,1.194017,0.906115,0.745015,0.640058,0.565376,0.509075,0.464857,0.429053,0.399368,1060,arable,arable,tillage,conventional tillage,,melon,legume,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,after harvest,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1061,Zhang2016_US_Melon_Nov10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_US_Melon_Nov10,Zhang2016_US_Melon_Nov10,Zhang2016_US_Melon_Nov10,Zhang2016_US_Melon_Nov10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1061,11.0,11.0,winter,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1061,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.298,0.259,0.443,1.539,0.0065,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1061,1.559073,,0.746336,0.998848,11.58625,0.986925,1.559073,1.037336,0.766472,0.618372,0.523507,0.456906,0.407251,0.368621,0.337601,0.312071,1061,arable,arable,tillage,conventional tillage,,melon,legume,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,during fallow,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1062,Zhang2016_LS_Citrus_Nov09,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Citrus_Nov09,Zhang2016_LS_Citrus_Nov09,Zhang2016_LS_Citrus_Nov09,Zhang2016_LS_Citrus_Nov09,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1062,11.0,11.0,winter,2009.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1062,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.34,0.259,0.401,1.485,0.0079,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1062,5.247336,,0.815382,0.974925,5.168887,1.30163,3.063711,1.740978,1.250868,0.989324,0.824746,0.710816,0.626859,0.562191,0.510711,0.468668,1062,orchard,woodland/plantation,no tillage,no tillage,0.0,citrus,fruits/trees,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,fertilization,consolidated,during growing season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1063,Zhang2016_LS_Citrus_March10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Citrus_March10,Zhang2016_LS_Citrus_March10,Zhang2016_LS_Citrus_March10,Zhang2016_LS_Citrus_March10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1063,3.0,3.0,spring,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1063,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.34,0.259,0.401,1.431,0.0079,"slope 6%,bulk density not measured, average used, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1063,2.800345,,0.815382,0.998972,11.30966,1.306176,2.800345,1.759295,1.264029,0.999733,0.833423,0.718294,0.633454,0.568106,0.516084,0.473599,1063,orchard,woodland/plantation,no tillage,no tillage,0.0,citrus,fruits/trees,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,fertilization,consolidated,during growing season,consolidated,"slope 6%,bulk density not measured, average used, texture class not reported"
1064,Zhang2016_LS_Citrus_May10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Citrus_May10,Zhang2016_LS_Citrus_May10,Zhang2016_LS_Citrus_May10,Zhang2016_LS_Citrus_May10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1064,5.0,5.0,spring,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1064,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.34,0.259,0.401,1.458,0.0079,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1064,4.211961,,0.770083,0.998848,14.01453,1.507445,4.211961,3.202903,2.343899,1.87813,1.581601,1.374424,1.22058,1.101305,1.00581,0.927425,1064,orchard,woodland/plantation,no tillage,no tillage,0.0,citrus,fruits/trees,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,fertilization,consolidated,during growing season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1065,Zhang2016_LS_Citrus_July10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Citrus_July10,Zhang2016_LS_Citrus_July10,Zhang2016_LS_Citrus_July10,Zhang2016_LS_Citrus_July10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1065,7.0,7.0,summer,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1065,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.34,0.259,0.401,1.458,0.0079,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1065,1.091744,,0.656836,0.954236,12.1935,0.751529,1.091744,0.788798,0.604369,0.500309,0.4321,0.383332,0.346419,0.31733,0.293706,0.274067,1065,orchard,woodland/plantation,no tillage,no tillage,0.0,citrus,fruits/trees,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,fertilization,consolidated,during growing season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1066,Zhang2016_LS_Citrus_September10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Citrus_September10,Zhang2016_LS_Citrus_September10,Zhang2016_LS_Citrus_September10,Zhang2016_LS_Citrus_September10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1066,9.0,9.0,autumn,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1066,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.34,0.259,0.401,1.35,0.0079,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1066,2.319495,,0.973929,0.99838,11.22222,1.388095,2.319495,1.321249,0.890193,0.672671,0.541277,0.453213,0.390033,0.342469,0.305353,0.275574,1066,orchard,woodland/plantation,no tillage,no tillage,0.0,citrus,fruits/trees,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,fertilization,consolidated,during growing season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1067,Zhang2016_LS_Citrus_Nov10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Citrus_Nov10,Zhang2016_LS_Citrus_Nov10,Zhang2016_LS_Citrus_Nov10,Zhang2016_LS_Citrus_Nov10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1067,11.0,11.0,winter,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1067,medium,clay loam,medium,Ultisols,"Acrisols, Alisols",,0.34,0.259,0.401,1.377,0.0079,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1067,1.861825,,0.92863,0.984192,11.8386,1.266638,1.861825,1.144096,0.785125,0.601059,0.488566,0.412471,0.357458,0.315771,0.283054,0.256672,1067,orchard,woodland/plantation,no tillage,no tillage,0.0,citrus,fruits/trees,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,fertilization,consolidated,during growing season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1068,Zhang2016_LS_Melon_Nov09,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Melon_Nov09,Zhang2016_LS_Melon_Nov09,Zhang2016_LS_Melon_Nov09,Zhang2016_LS_Melon_Nov09,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1068,11.0,11.0,winter,2009.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1068,medium,clay loam,fine,Ultisols,"Acrisols, Alisols",,0.361,0.219,0.42,1.485,0.0063,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1068,6.139326,,0.702135,0.991403,11.30029,1.527532,6.139326,4.111812,3.093096,2.527374,2.160855,1.901209,1.706177,1.553481,1.430178,1.328196,1068,arable,arable,tillage,conventional tillage,,melon,legume,unknown,unknown,unknown,unknown,unknown,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,during fallow,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1069,Zhang2016_LS_Melon_March10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Melon_March10,Zhang2016_LS_Melon_March10,Zhang2016_LS_Melon_March10,Zhang2016_LS_Melon_March10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1069,3.0,3.0,spring,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1069,medium,clay loam,fine,Ultisols,"Acrisols, Alisols",,0.361,0.219,0.42,1.431,0.0063,"slope 6%,bulk density not measured, average used, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1069,5.765646,,0.588887,0.933702,24.23799,1.57616,5.765646,5.765646,5.085135,4.292672,3.764078,3.38088,3.087491,2.854006,2.662759,2.502568,1069,plantation,woodland/plantation,tillage,conventional tillage,0.0,melon,legume,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,soon after tillage,soon after tillage,"slope 6%,bulk density not measured, average used, texture class not reported"
1070,Zhang2016_LS_Melon_May10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Melon_May10,Zhang2016_LS_Melon_May10,Zhang2016_LS_Melon_May10,Zhang2016_LS_Melon_May10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1070,5.0,5.0,spring,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1070,medium,clay loam,fine,Ultisols,"Acrisols, Alisols",,0.361,0.219,0.42,1.296,0.0063,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1070,2.713784,,0.385042,0.998848,8.027383,0.781874,2.493631,1.909515,1.633506,1.462225,1.341837,1.250868,1.178784,1.119708,1.070062,1.027521,1070,plantation,woodland/plantation,tillage,conventional tillage,0.0,melon,legume,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,during planting season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1071,Zhang2016_LS_Melon_July10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Melon_July10,Zhang2016_LS_Melon_July10,Zhang2016_LS_Melon_July10,Zhang2016_LS_Melon_July10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1071,7.0,7.0,summer,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1071,medium,clay loam,fine,Ultisols,"Acrisols, Alisols",,0.361,0.219,0.42,1.377,0.0063,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1071,1.448265,,0.271794,0.964286,12.85866,0.462321,1.448265,1.284424,1.150398,1.063874,1.001269,0.952861,0.913764,0.881195,0.853433,0.82934,1071,plantation,woodland/plantation,tillage,conventional tillage,0.0,melon,legume,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,during planting season,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
